lam,elab,d0,d0_true,d2,d2_true,e0,e0_true
52.0,1,-33.26170610333178,147.7475,-0.0051187466941110355,-0.00517,0.12073443508841293,0.10515
52.0,2,-44.59791929345157,136.46342,-0.025382716063692082,-0.02572,0.28766735247109076,0.25296
52.0,3,127.80635936672304,128.78354,-0.06211225566321256,-0.06303,0.45380267821531556,0.40198
52.0,4,122.0750027377812,122.92236,-0.1143444288589053,-0.11609,0.6088055317452798,0.54247
52.0,5,117.47600949632599,118.17818,-0.18055687014367316,-0.1833,0.750090363199541,0.67168
52.0,6,113.63906439591165,114.19291,-0.2591444190434068,-0.26298,0.8776300925210906,0.7893
52.0,7,110.34944635997937,110.75719,-0.34858602032253583,-0.35353,0.992306050906546,0.89593
52.0,8,107.47134417505455,107.73755,-0.4475014839840596,-0.45351,1.0952864137701002,0.99246
52.0,9,104.91342972139144,105.04364,-0.5546639947020302,-0.56163,1.1877750146690145,1.0799
52.0,10,102.6113999999768,102.61142,-0.6689943218605552,-0.67678,1.2709098283308848,1.1592
52.0,11,100.51832184383402,100.3939,-0.7895479230604934,-0.79796,1.345725968575512,1.23123
52.0,12,98.59893041855071,98.35559,-0.9154999719781018,-0.92433,1.4131472634728903,1.29679
52.0,13,96.82608437485065,96.46906,-1.0461305701784562,-1.05513,1.4739903250413657,1.3566
52.0,14,95.17846782033232,94.71267,-1.1808111013920226,-1.18973,1.5289736603672879,1.41126
52.0,15,93.63904800545369,93.06906,-1.3189920644415545,-1.32755,1.5787283254602893,1.46134
52.0,16,92.19400942154152,91.52411,-1.4601924260708623,-1.4681,1.6238085043695323,1.50731
52.0,17,90.83199839785433,90.06619,-1.6039904013327722,-1.61095,1.6647013098821584,1.54961
52.0,18,89.5435759336699,88.68557,-1.7500155163337499,-1.75571,1.7018355497819693,1.58862
52.0,19,88.32081369790741,87.37409,-1.8979417949053334,-1.90207,1.735589418521048,1.62465
52.0,20,87.1569906343782,86.1248,-2.047481916495135,-2.04971,1.7662971735100523,1.65801
52.0,21,86.0463616459397,84.93174,-2.198382206302835,-2.1984,1.7942548954289352,1.68896
52.0,22,84.9839788204863,83.78978,-2.3504183354166184,-2.3479,1.819725443608424,1.71773
52.0,23,83.96555155729521,82.69445,-2.5033916251035175,-2.49801,1.8429427141089565,1.74452
52.0,24,82.98733590198047,81.64185,-2.6571258648320266,-2.64856,1.8641152989141854,1.76953
52.0,25,82.04604609505158,80.62855,-2.8114645672122607,-2.79939,1.8834296334429432,1.7929
52.0,26,81.1387832126655,79.65152,-2.966268594846968,-2.95036,1.901052707785493,1.8148
52.0,27,80.26297710072696,78.70805,-3.1214141042399826,-3.10134,1.9171344064770806,1.83534
52.0,28,79.41633875007317,77.79576,-3.2767907603267403,-3.25224,1.931809531484319,1.85466
52.0,29,78.5968209476407,76.91248,-3.432300182676999,-3.40295,1.9451995556051875,1.87286
52.0,30,77.80258554323993,76.05629,-3.5878545901612653,-3.55339,1.957414145224268,1.89003
52.0,31,77.03197604613514,75.22543,-3.7433756161620475,-3.70348,1.968552485869958,1.90626
52.0,32,76.28349454725192,74.41833,-3.898793270729605,-3.85315,1.9787044391922368,1.92163
52.0,33,75.5557821761982,73.63355,-4.054045029384206,-4.00235,1.9879515545061004,1.93621
52.0,34,74.84760246508384,72.86978,-4.209075031579383,-4.15103,1.9963679557464566,1.95007
52.0,35,74.15782711759202,72.12583,-4.363833374169745,-4.29913,2.004021120630659,1.96326
52.0,36,73.48542377918383,71.40061,-4.5182754874160995,-4.44661,2.0109725667098557,1.97585
52.0,37,72.82944548139089,70.6931,-4.672361582825759,-4.59344,2.0172784567006175,1.98787
52.0,38,72.18902149342424,70.00239,-4.826056163741924,-4.73959,2.0229901338737086,1.99937
52.0,39,71.56334936272188,69.32761,-4.97932759068922,-4.88502,2.0281545963267207,2.01041
52.0,40,70.95168796429684,68.66798,-5.132147694748264,-5.02973,2.0328149180743336,2.021
52.0,41,70.35335140977588,68.02278,-5.284491433103849,-5.17367,2.0370106237078924,2.03119
52.0,42,69.76770369206653,67.39131,-5.436336581582598,-5.31683,2.040778022138408,2.04101
52.0,43,69.19415396185238,66.77295,-5.5876634599491,-5.4592,2.044150504795688,2.05049
52.0,44,68.63215234882819,66.16712,-5.738454685906982,-5.60076,2.047158812057128,2.05965
52.0,45,68.08118625421272,65.57326,-5.888694954691541,-5.74151,2.049831272252755,2.06853
52.0,46,67.54077705231366,64.99086,-6.038370841187371,-5.88142,2.052194015989484,2.07713
52.0,47,67.01047714840027,64.41944,-6.187470622036568,-6.0205,2.0542711687350064,2.08549
52.0,48,66.48986734764777,63.85856,-6.335984115635856,-6.15873,2.056085024428558,2.09362
52.0,49,65.97855449675065,63.30778,-6.4839025379041635,-6.29612,2.057656201842951,2.10154
52.0,50,65.4761693649743,62.76672,-6.631218372190378,-6.43265,2.059003785811439,2.10927
52.0,51,64.98236473615614,62.235,-6.777925251790318,-6.56832,2.0601454549731955,2.11682
52.0,52,64.49681368702466,61.71226,-6.924017853724234,-6.70314,2.061097597430418,2.1242
52.0,53,64.01920803037584,61.19819,-7.0694918026199485,-6.8371,2.0618754156247823,2.13144
52.0,54,63.5492569047108,60.69246,-7.214343583621544,-6.97019,2.062493021572915,2.13854
52.0,55,63.08668549398932,60.19477,-7.358570463416856,-7.10243,2.0629635234196226,2.14551
52.0,56,62.63123386346551,59.70485,-7.5021704185599,-7.23381,2.063299104226738,2.15236
52.0,57,62.18265589919816,59.22243,-7.645142070374363,-7.36433,2.063511093807293,2.15911
52.0,58,61.74071834036923,58.74727,-7.787484625744963,-7.49399,2.0636100342150048,2.16575
52.0,59,61.30519989484381,58.27911,-7.929197823262118,-7.62281,2.0636057396201455,2.17231
52.0,60,60.8758904295362,57.81773,-8.070281884163656,-7.75077,2.0635073509832984,2.17879
52.0,61,60.45259022813718,57.36292,-8.210737467654463,-7.87789,2.0633233862055085,2.18519
52.0,62,60.035109309573954,56.91447,-8.3505656301309,-8.00418,2.0630617859680394,2.19153
52.0,63,59.62326680136326,56.47219,-8.489767788012601,-8.12962,2.0627299558884733,2.1978
52.0,64,59.21689036263034,56.03588,-8.628345683763873,-8.25423,2.062334805133397,2.20402
52.0,65,58.81581565214026,55.60538,-8.766301354898925,-8.37802,2.061882781989349,2.21019
52.0,66,58.419885837228534,55.1805,-8.903637105606899,-8.50098,2.061379906513927,2.21631
52.0,67,58.02895113986561,54.76108,-9.04035548083944,-8.62312,2.0608318006580664,2.2224
52.0,68,57.64286841658688,54.34698,-9.176459242561096,-8.74446,2.0602437159386633,2.22845
52.0,69,57.261500769276694,53.93804,-9.311951348066584,-8.86499,2.0596205591053836,2.23447
52.0,70,56.88471718413061,53.53412,-9.446834930070445,-8.98471,2.0589669156788895,2.24045
52.0,71,56.51239219638958,53.13508,-9.581113278495506,-9.10365,2.058287071791011,2.24642
52.0,72,56.144405578626575,52.74079,-9.714789823809546,-9.22179,2.0575850343802125,2.25236
52.0,73,55.780642050859285,52.35113,-9.847868121664968,-9.33915,2.056864549833178,2.25829
52.0,74,55.42099101005558,51.96597,-9.980351838938615,-9.45574,2.0561291211992807,2.2642
52.0,75,55.065346278465384,51.58521,-10.112244740833134,-9.57156,2.0553820243357497,2.27011
52.0,76,54.713605868319604,51.20871,-10.243550679091777,-9.68661,2.054626322678237,2.276
52.0,77,54.365671762143116,50.8364,-10.37427358117548,-9.8009,2.0538648810453606,2.28188
52.0,78,54.02144970730791,50.46814,-10.504417440335102,-9.91445,2.0531003784223993,2.28776
52.0,79,53.680849023739555,50.10386,-10.633986306513789,-10.02725,2.0523353198813936,2.29364
52.0,80,53.34378242378456,49.74345,-10.762984277993272,-10.1393,2.0515720476303296,2.29951
52.0,81,53.01016584332577,49.38682,-10.891415493724132,-10.25063,2.0508127512960472,2.30539
52.0,82,52.679918283331546,49.03388,-11.019284126299945,-10.36123,2.0500594774986465,2.31127
52.0,83,52.35296166101201,48.68455,-11.146594375529475,-10.47111,2.0493141388140903,2.31716
52.0,84,52.02922066998746,48.33874,-11.27335046251132,-10.58028,2.048578522058153,2.32305
52.0,85,51.708622648735684,47.99638,-11.399556624227566,-10.68873,2.0478542960657973,2.32894
52.0,86,51.391097456780834,47.65738,-11.525217108582138,-10.79649,2.0471430189155186,2.33485
52.0,87,51.076577358072086,47.32168,-11.650336169854867,-10.90356,2.046446144709658,2.34076
52.0,88,50.76499691105301,46.9892,-11.774918064551198,-11.00993,2.045765029880342,2.34669
52.0,89,50.45629286497299,46.65987,-11.898967047586462,-11.11562,2.0451009390866166,2.35263
52.0,90,50.15040406195572,46.33363,-12.022487368857167,-11.22064,2.044455050745267,2.35858
52.0,91,49.84727134482856,46.0104,-12.145483269882767,-11.32498,2.0438284622459593,2.36454
52.0,92,49.546837469210125,45.69013,-12.267958981246904,-11.42866,2.0432221946293514,2.37052
52.0,93,49.249047021412565,45.37276,-12.389918719625927,-11.53168,2.0426371973104165,2.37651
52.0,94,48.95384633997772,45.05822,-12.511366685539697,-11.63405,2.0420743521916624,2.38252
52.0,95,48.66118344168497,44.74646,-12.632307061140851,-11.73578,2.0415344777048503,2.38854
52.0,96,48.37100795139315,44.43743,-12.752744008214263,-11.83686,2.041018332499978,2.39458
52.0,97,48.08327103553242,44.13106,-12.872681666383736,-11.9373,2.040526618956863,2.40064
52.0,98,47.79792533901453,43.82732,-12.992124151481741,-12.03712,2.0400599864882434,2.40672
52.0,99,47.51492492535447,43.52614,-13.111075554072995,-12.13632,2.039619034598416,2.41281
52.0,100,47.234225219811435,43.22747,-13.22953993812485,-12.23489,2.0392043157737643,2.41893
52.0,101,46.95578295536216,42.93128,-13.347521339841533,-12.33286,2.038816338277547,2.42506
52.0,102,46.679556121350224,42.63751,-13.465023766546437,-12.43022,2.038455568562876,2.43121
52.0,103,46.40550391462937,42.34612,-13.58205119578454,-12.52697,2.0381224338267514,2.43739
52.0,104,46.1335866930888,42.05707,-13.698607574445903,-12.62313,2.0378173241942084,2.44358
52.0,105,45.86376593139982,41.7703,-13.814696818026036,-12.71871,2.0375405948697174,2.44979
52.0,106,45.59600417885952,41.48579,-13.930322809974356,-12.81369,2.0372925681321656,2.45602
52.0,107,45.33026501922269,41.20348,-14.045489401108759,-12.9081,2.037073535224628,2.46228
52.0,108,45.066513032402305,40.92335,-14.16020040913623,-13.00193,2.036883758148304,2.46855
52.0,109,44.804713757932895,40.64535,-14.274459618215976,-13.09519,2.036723471320977,2.47485
52.0,110,44.54483366011342,40.36945,-14.388270778602433,-13.18789,2.0365928831558158,2.48117
52.0,111,44.28684009472036,40.09561,-14.501637606346039,-13.28003,2.0364921775531015,2.48751
52.0,112,44.03070127721191,39.82379,-14.614563783072478,-13.37162,2.036421515333639,2.49387
52.0,113,43.77638625236939,39.55396,-14.727052955745537,-13.46265,2.0363810354936507,2.50026
52.0,114,43.52386486523113,39.28609,-14.83910873656905,-13.55314,2.036370856530527,2.50666
52.0,115,43.27310773335088,39.02014,-14.950734702866368,-13.64309,2.036391077577929,2.51309
52.0,116,43.024086220211075,38.75608,-15.061934397019607,-13.73251,2.0364417795287433,2.51953
52.0,117,42.7767724098049,38.49389,-15.172711326456774,-13.8214,2.0365230261006277,2.52601
52.0,118,42.53113908228654,38.23353,-15.283068963651536,-13.90976,2.0366348647996353,2.5325
52.0,119,42.28715969065387,37.97497,-15.39301074617737,-13.9976,2.0367773278941748,2.53901
52.0,120,42.04480833840387,37.71818,-15.502540076769654,-14.08492,2.0369504332818456,2.54555
52.0,121,41.80405975811482,37.46313,-15.611660323422718,-14.17173,2.037154185313162,2.55211
52.0,122,41.56488929091038,37.20981,-15.720374819525327,-14.25803,2.0373885756345946,2.55869
52.0,123,41.32727286675822,36.95817,-15.828686863981728,-14.34383,2.037653583871195,2.56529
52.0,124,41.09118698557317,36.7082,-15.936599721372572,-14.42914,2.0379491783479944,2.57191
52.0,125,40.85660869905275,36.45987,-16.044116622217917,-14.51394,2.038275316907819,2.57856
52.0,126,40.62351559328432,36.21316,-16.151240763013913,-14.59826,2.038631947246058,2.58522
52.0,127,40.39188577198281,35.96803,-16.257975306596297,-14.68209,2.0390190077853263,2.59191
52.0,128,40.16169784042137,35.72447,-16.364323382296483,-14.76544,2.0394364281170936,2.59863
52.0,129,39.93293088997346,35.48245,-16.470288086194397,-14.84831,2.0398841295625294,2.60536
52.0,130,39.70556448325041,35.24195,-16.575872481369313,-14.9307,2.040362025680513,2.61211
52.0,131,39.47957863980945,35.00295,-16.681079598160082,-15.01263,2.0408700227560015,2.61889
52.0,132,39.25495382240089,34.76543,-16.785912434429328,-15.09409,2.041408020237263,2.62568
52.0,133,39.031670923736726,34.52936,-16.890373955846965,-15.17508,2.041975911193013,2.6325
52.0,134,38.809711253748766,34.29472,-16.994467096177498,-15.25562,2.0425735827171563,2.63934
52.0,135,38.589056527324175,34.0615,-17.09819475754977,-15.33571,2.0432009162702154,2.6462
52.0,136,38.3696888524854,33.82967,-17.20155981078428,-15.41534,2.0438577881273012,2.65308
52.0,137,38.15159071900582,33.59921,-17.304565095670245,-15.49452,2.0445440696684454,2.65999
52.0,138,37.93474498744924,33.37011,-17.40721342126495,-15.57326,2.0452596276961166,2.66691
52.0,139,37.719134878564965,33.14235,-17.509507566237843,-15.65157,2.0460043248184494,2.67385
52.0,140,37.50474396311872,32.9159,-17.611450279137447,-15.72943,2.0467780196608665,2.68082
52.0,141,37.2915561520337,32.69075,-17.713044278730997,-15.80686,2.047580567206231,2.6878
52.0,142,37.07955568690496,32.46689,-17.814292254314335,-15.88386,2.0484118190340332,2.69481
52.0,143,36.86872713084087,32.24429,-17.915196866024402,-15.96044,2.049271623575304,2.70184
52.0,144,36.65905535961303,32.02294,-18.01576074515907,-16.03659,2.0501598263478518,2.70888
52.0,145,36.450525553124834,31.80282,-18.115986494495132,-16.11232,2.051076270197911,2.71595
52.0,146,36.24312318716139,31.58391,-18.215876688610674,-16.18764,2.0520207955047134,2.72304
52.0,147,36.03683402542356,31.36621,-18.315433874192017,-16.26254,2.052993240358885,2.73014
52.0,148,35.831644111829995,31.14969,-18.41466057036442,-16.33704,2.0539934408076967,2.73727
52.0,149,35.62753976307754,30.93433,-18.513559269002553,-16.41112,2.0550212309869345,2.74442
52.0,150,35.42450756144844,30.72013,-18.612132435047407,-16.48481,2.056076443326447,2.75158
52.0,151,35.222534347855444,30.50707,-18.71038250682075,-16.55809,2.0571589086878297,2.75877
52.0,152,35.02160721511218,30.29514,-18.808311896341674,-16.63097,2.0582684565775815,2.76597
52.0,153,34.821713501438296,30.08431,-18.905922989643276,-16.70347,2.0594049151158234,2.7732
52.0,154,34.62284078413905,29.87458,-19.0032181470625,-16.77557,2.0605681114913694,2.78044
52.0,155,34.42497687353198,29.66593,-19.10019970357604,-16.84728,2.061757871799157,2.78771
52.0,156,34.228109807040134,29.45835,-19.196869969092003,-16.9186,2.062974021300588,2.79499
52.0,157,34.032227843476385,29.25183,-19.29323122875286,-16.98954,2.0642163845099413,2.80229
52.0,158,33.837319457516536,29.04635,-19.38928574324625,-17.06011,2.0654847853244993,2.80961
52.0,159,33.64337333433664,28.8419,-19.48503574909828,-17.13029,2.0667790471116,2.81695
52.0,160,33.45037836442314,28.63847,-19.580483458969905,-17.2001,2.068098992823189,2.82431
52.0,161,33.25832363853912,28.43605,-19.675631061957144,-17.26954,2.0694444450721092,2.83169
52.0,162,33.067198442849744,28.23461,-19.770480723880393,-17.33861,2.0708152262483974,2.83908
52.0,163,32.87699225419238,28.03416,-19.865034587571657,-17.40731,2.0722111585759597,2.84649
52.0,164,32.68769473549304,27.83468,-19.95929477316145,-17.47565,2.0736320642087502,2.85393
52.0,165,32.499295731319904,27.63616,-20.05326337836582,-17.54363,2.0750777653100756,2.86138
52.0,166,32.311785263571,27.43859,-20.146942478762323,-17.61125,2.076548084102705,2.86885
52.0,167,32.125153527286805,27.24195,-20.24033412808012,-17.67851,2.0780428429804836,2.87633
52.0,168,31.939390886591788,27.04624,-20.333440358433077,-17.74542,2.0795618644846714,2.88384
52.0,169,31.754487870767672,26.85145,-20.426263180673164,-17.81198,2.081104971490409,2.89136
52.0,170,31.570435170388087,26.65756,-20.518804584564233,-17.87819,2.0826719871508996,2.89891
52.0,171,31.387223633646208,26.46456,-20.61106653911436,-17.94405,2.084262735007947,2.90647
52.0,172,31.204844262727764,26.27245,-20.703050992809906,-18.00957,2.08587703903244,2.91404
52.0,173,31.02328821030838,26.08121,-20.7947598738851,-18.07475,2.087514723663172,2.92164
52.0,174,30.84254677615314,25.89083,-20.886195090569206,-18.13959,2.089175613853891,2.92925
52.0,175,30.66261140380738,25.70132,-20.97735853135049,-18.20409,2.090859535131066,2.93688
52.0,176,30.4834736773848,25.51264,-21.068252065218083,-18.26825,2.09256631360887,2.94453
52.0,177,30.30512531844312,25.32481,-21.158877541912847,-18.33209,2.0942957760449916,2.9522
52.0,178,30.127558182947283,25.1378,-21.249236792171033,-18.39559,2.0960477498614742,2.95988
52.0,179,29.950764258319378,24.9516,-21.33933162796506,-18.45876,2.097822063196332,2.96758
52.0,180,29.774735660565177,24.76622,-21.42916384273839,-18.52161,2.0996185449096445,2.9753
52.0,181,29.599464631484516,24.58164,-21.518735211650895,-18.58413,2.1014370246390666,2.98303
52.0,182,29.424943535953876,24.39784,-21.608047491794462,-18.64633,2.1032773328020635,2.99079
52.0,183,29.251164859286188,24.21484,-21.697102422433478,-18.70821,2.1051393006327053,2.99856
52.0,184,29.07812120465873,24.0326,-21.78590172522935,-18.76978,2.107022760206067,3.00634
52.0,185,28.90580529064418,23.85113,-21.87444710439641,-18.83102,2.108927544115716,3.01415
52.0,186,28.73420994860665,23.67043,-21.96274024722685,-18.89195,2.1108534871968025,3.02197
52.0,187,28.563328120670125,23.49047,-22.050782823718084,-18.95258,2.112800423146745,3.02981
52.0,188,28.393152857072515,23.31125,-22.138576487366358,-19.01289,2.114768187939889,3.03767
52.0,189,28.223677314085794,23.13277,-22.226122875089963,-19.07289,2.116756618133901,3.04554
52.0,190,28.054894751793388,22.95502,-22.313423607495324,-19.13258,2.1187655512415176,3.05343
52.0,191,27.88679853195921,22.77798,-22.400480289084125,-19.19198,2.1207948257409677,3.06134
52.0,192,27.71938211594808,22.60166,-22.487294508449935,-19.25107,2.122844281066567,3.06926
52.0,193,27.552639062705076,22.42605,-22.573867838490187,-19.30985,2.124913757661857,3.0772
52.0,194,27.386563026781122,22.25113,-22.660201836586207,-19.36834,2.127003096942045,3.08516
52.0,195,27.22114775641233,22.0769,-22.74629804481647,-19.42653,2.1291121413474317,3.09314
52.0,196,27.056387091645377,21.90335,-22.832157990133158,-19.48443,2.131240734315644,3.10113
52.0,197,26.892274962512264,21.73049,-22.91778318455562,-19.54203,2.1333887203079023,3.10914
52.0,198,26.72880538724831,21.55829,-23.00317512536611,-19.59934,2.1355559448249632,3.11716
52.0,199,26.565972470557778,21.38676,-23.08833529527652,-19.65636,2.137742254383302,3.12521
52.0,200,26.403770401918432,21.21588,-23.17326516262817,-19.71309,2.1399474965561724,3.13327
